emp_no,first_name,last_name,birth_date,from_date,to_date,title
11798,Kwan,Quaggetto,8/14/1964,12/10/1987,1/1/9999,Senior Staff
11799,Duro,Silva,3/25/1964,3/6/1996,1/1/9999,Assistant Engineer
11806,Shan,Leivant,1/26/1962,4/2/1996,1/1/9999,Engineer
11808,Morrie,Rosiles,9/3/1962,5/17/1986,1/1/9999,Senior Engineer
11815,Akemi,Sommen,4/9/1963,5/3/1995,1/1/9999,Technique Leader
11816,Masako,Besselaar,4/26/1964,8/5/1991,1/1/9999,Staff
11826,Carrsten,Rotem,2/20/1964,7/6/1988,1/1/9999,Engineer
11831,Udaiprakash,Billingsley,10/23/1963,1/27/1998,1/1/9999,Engineer
11833,Yolla,Levasseur,11/3/1963,7/15/1999,1/1/9999,Staff
11834,Mana,Wegerle,5/20/1962,2/5/1995,1/1/9999,Technique Leader
11839,Navid,Falck,10/24/1962,12/14/1990,1/1/9999,Senior Engineer
11840,Jayson,Hofman,7/27/1962,12/21/1986,1/1/9999,Staff
11850,Bikash,Maginnis,10/23/1964,2/10/1991,1/1/9999,Senior Staff
11852,Zhongwei,Yurek,7/17/1963,1/22/1995,1/1/9999,Staff
11856,Gao,Alpin,12/18/1962,5/23/1989,1/1/9999,Senior Engineer
11858,Slavian,Baik,11/21/1962,8/15/1996,1/1/9999,Staff
11861,Vincent,Claffy,3/12/1962,5/28/1990,1/1/9999,Engineer
11863,Stella,Peng,7/3/1962,12/16/1988,1/1/9999,Engineer
11884,Patricia,Moehrke,4/10/1963,6/18/1998,1/1/9999,Senior Staff
11885,Sandeepan,Velasco,5/20/1962,1/12/1997,1/1/9999,Technique Leader
11898,Jinya,Piveteau,10/29/1964,12/1/1996,1/1/9999,Engineer
11901,Baoqiu,Plumb,9/5/1962,8/1/1992,1/1/9999,Staff
11904,DeForest,Flasterstein,7/5/1962,5/12/1998,1/1/9999,Staff
11912,Kristian,Giaccio,8/15/1964,10/6/1994,1/1/9999,Senior Engineer
11924,Hirochika,Worfolk,3/19/1963,1/9/1997,1/1/9999,Engineer
11953,Moheb,Baar,9/23/1962,3/21/1996,1/1/9999,Staff
11955,Domenico,Eastman,10/17/1964,4/25/1995,1/1/9999,Senior Engineer
11968,Mitchel,Dayang,8/13/1964,8/8/1995,1/1/9999,Engineer
11974,Vojin,Sabnani,10/13/1963,7/23/1989,1/1/9999,Senior Staff
11979,Abdulah,Akazan,10/9/1962,6/7/1998,1/1/9999,Staff
11981,LiMin,Horswill,4/11/1964,9/14/1990,1/1/9999,Engineer
11984,Vasilii,Luit,6/4/1962,5/22/1997,1/1/9999,Senior Engineer
11986,Reinhard,Azuma,1/12/1963,8/6/1991,1/1/9999,Staff
11990,Chanjung,Matheson,11/24/1964,9/5/1988,1/1/9999,Engineer
12004,Lucien,Schlenzig,2/11/1962,1/11/1997,1/1/9999,Technique Leader
12006,Remco,Erol,8/9/1963,5/8/1998,1/1/9999,Engineer
12009,Sariel,Stifter,9/26/1963,9/22/1998,1/1/9999,Assistant Engineer
12014,Apostol,Lunt,4/30/1962,10/11/1988,1/1/9999,Engineer
12019,Mads,Ossenbruggen,9/5/1962,2/17/1986,1/1/9999,Senior Staff
12027,Zhanqiu,Vuskovic,7/31/1962,1/5/1992,1/1/9999,Technique Leader
12031,Achilleas,Vendrig,1/11/1962,2/10/1987,1/1/9999,Senior Engineer
12039,Kazuhide,Junet,12/3/1964,4/4/1988,1/1/9999,Senior Staff
12045,Mototsugu,Boguraev,2/3/1962,3/3/1991,1/1/9999,Engineer
12056,Nirmal,Genther,9/27/1962,6/2/1988,1/1/9999,Senior Engineer
12057,Vishv,Speckmann,8/14/1962,9/22/1990,1/1/9999,Senior Staff
12058,Qunsheng,Khamsi,2/18/1964,8/6/1991,1/1/9999,Senior Engineer
12064,Heping,Silva,1/22/1962,3/14/1986,1/1/9999,Senior Engineer
12065,Moto,Roohalamini,4/10/1964,6/18/1987,1/1/9999,Engineer
12066,Junichi,Deville,6/1/1963,9/20/1985,1/1/9999,Senior Staff
12067,Doowon,Kalsbeek,4/19/1962,12/17/1991,1/1/9999,Staff
12072,Rosalie,Larfeldt,3/13/1963,12/17/1990,1/1/9999,Senior Engineer
12084,Morris,Krohm,2/13/1962,1/1/1997,1/1/9999,Senior Engineer
12085,Hugh,Rouquie,4/1/1964,7/3/1986,1/1/9999,Staff
12096,Weiwu,Schlenzig,4/12/1964,8/17/1994,1/1/9999,Senior Staff
12107,Manibrata,Antonisse,10/15/1964,1/27/1997,1/1/9999,Engineer
12108,Akeel,Frezza,6/14/1963,12/13/1992,1/1/9999,Senior Engineer
12111,Shakhar,Oberman,4/11/1962,6/13/1993,1/1/9999,Senior Staff
12121,Gadiel,Vendrig,5/13/1963,6/4/1990,1/1/9999,Engineer
12124,Jingling,Schaaf,8/1/1964,7/14/1989,1/1/9999,Senior Staff
12126,Vugranam,Parveen,10/14/1963,12/1/1992,1/1/9999,Senior Engineer
12139,Guangming,Senzako,10/31/1964,3/7/1994,1/1/9999,Senior Engineer
12150,Dekang,Boissier,9/6/1963,6/25/1991,1/1/9999,Senior Engineer
12151,Takahiro,Sigstam,5/30/1963,4/16/1990,1/1/9999,Staff
12152,Amalendu,Nyrup,1/18/1964,8/16/2000,1/1/9999,Senior Staff
12155,Keiichiro,Glinert,1/21/1965,9/16/1993,1/1/9999,Engineer
12167,Hisao,Kornyak,1/19/1962,10/15/1992,1/1/9999,Senior Staff
12169,Arnd,Broomell,11/30/1964,11/29/1994,1/1/9999,Staff
12176,Christoper,Holburn,12/18/1964,7/5/1994,1/1/9999,Engineer
12178,Miyeon,Chinal,2/4/1962,12/30/1998,1/1/9999,Staff
12182,Kwangho,Beausoleil,8/10/1962,10/27/1993,1/1/9999,Staff
12193,Lucian,Oxman,9/18/1963,8/10/1989,1/1/9999,Senior Staff
12199,Huan,Poupard,11/4/1962,6/22/1985,1/1/9999,Senior Staff
12208,Bartek,Passino,2/20/1962,8/24/2000,1/1/9999,Senior Staff
12224,Nikolaus,Lenart,6/9/1962,1/27/1995,1/1/9999,Staff
12225,Yongqiao,Narahara,7/10/1964,1/27/1999,1/1/9999,Staff
12228,Sreenivas,Melter,2/23/1963,4/12/1995,1/1/9999,Engineer
12243,Lihong,Leivant,11/4/1962,4/15/1994,1/1/9999,Engineer
12245,Christ,Baba,10/31/1964,11/27/1998,1/1/9999,Engineer
12246,Gill,Rehfuss,1/17/1964,1/26/1990,1/1/9999,Staff
12279,Renee,Brookman,6/30/1962,3/20/2001,1/1/9999,Assistant Engineer
12285,Stepehn,Erman,12/30/1964,2/21/1991,1/1/9999,Engineer
12292,Wuxu,Farrar,7/2/1963,1/5/1989,1/1/9999,Engineer
12299,Billie,Kushner,4/25/1962,1/24/1999,1/1/9999,Engineer
12301,Oksana,Akazan,2/27/1962,3/31/1996,1/1/9999,Senior Staff
12302,Matt,Plessier,2/14/1962,1/28/1987,1/1/9999,Staff
12307,Sarita,Schlumberger,9/15/1964,2/23/1985,1/1/9999,Engineer
12310,Chandrasekaran,Pettit,8/4/1964,12/21/1990,1/1/9999,Senior Engineer
12315,Haldun,Binding,1/13/1963,8/31/1989,1/1/9999,Staff
12319,Tesuya,Jeansoulin,10/9/1962,9/24/1992,1/1/9999,Staff
12322,Mohammed,Kambil,4/2/1962,11/6/1996,1/1/9999,Engineer
12324,Fun,Delgrange,1/14/1963,5/25/1990,1/1/9999,Senior Engineer
12333,Gino,Peck,5/1/1964,4/12/1997,1/1/9999,Engineer
12334,Mary,Ertl,3/8/1962,5/10/1998,1/1/9999,Engineer
12350,Somnath,Swan,3/12/1964,8/25/1996,1/1/9999,Senior Engineer
12375,Suzette,Heystek,1/3/1962,7/17/1996,1/1/9999,Engineer
12383,Lenore,Pews,1/22/1963,3/2/1995,1/1/9999,Senior Engineer
12386,Godehard,Litecky,1/31/1964,10/19/1993,1/1/9999,Senior Engineer
12389,Percy,Casperson,10/16/1963,11/2/1999,1/1/9999,Staff
12390,Kwangsub,Kilgour,4/22/1964,7/9/1997,1/1/9999,Staff
12402,Shaowei,Speckmann,7/13/1963,12/5/1997,1/1/9999,Staff
12404,Manu,Kulisch,11/16/1964,12/14/1985,1/1/9999,Engineer
12405,Zhanqiu,Kambil,4/6/1964,7/16/1989,1/1/9999,Engineer
12408,Rasiah,Sudkamp,1/10/1965,4/18/1995,1/1/9999,Senior Engineer
12409,Ebru,Petereit,8/1/1963,11/6/1998,1/1/9999,Engineer
12410,Masanao,Besselaar,8/15/1963,4/28/1988,1/1/9999,Technique Leader
12418,Jongsuk,Lorin,4/6/1963,5/8/1996,1/1/9999,Staff
12429,Patricio,Varman,12/22/1962,6/5/1999,1/1/9999,Engineer
12430,Kristine,Feldmann,3/28/1962,1/30/1993,1/1/9999,Staff
12432,Fumino,Delgrange,8/28/1964,7/3/1991,1/1/9999,Technique Leader
12442,Iara,Lanteri,12/20/1963,11/27/1989,1/1/9999,Senior Engineer
12444,Monique,Reinhard,11/29/1962,8/16/1987,1/1/9999,Senior Staff
12446,Xiaoqiang,Keustermans,1/5/1964,11/6/1987,1/1/9999,Senior Staff
12449,Honesty,Iisaku,4/20/1964,6/18/1995,1/1/9999,Staff
12461,Tesuro,Silva,6/1/1964,8/15/1998,1/1/9999,Senior Engineer
12462,Zhenhua,Schmittgen,5/2/1962,11/23/1999,1/1/9999,Staff
12467,Zhiwei,Bennis,6/18/1964,1/7/1999,1/1/9999,Technique Leader
12472,Leah,Madeira,7/19/1962,12/10/1985,1/1/9999,Engineer
12477,Chiranjit,Chleq,2/23/1962,6/25/1991,1/1/9999,Engineer
12481,Ipke,Uludag,7/9/1963,5/11/1985,1/1/9999,Assistant Engineer
12486,Joydip,Morrin,9/8/1964,10/16/1996,1/1/9999,Senior Engineer
12495,Mooi,Erni,12/28/1962,12/13/1999,1/1/9999,Staff
12511,Frederique,Lueh,11/1/1964,2/1/1993,1/1/9999,Engineer
12519,Suebskul,Ghazalie,8/4/1963,9/28/1999,1/1/9999,Engineer
12532,Tsvetan,Whitcomb,8/12/1962,12/12/1991,1/1/9999,Technique Leader
12535,Kazuhiko,Bergere,11/4/1964,2/22/1991,1/1/9999,Technique Leader
12539,Ramachenga,Kuhnemann,5/7/1962,7/7/1989,1/1/9999,Technique Leader
12544,Kankanahalli,Hartvigsen,10/13/1964,4/9/1995,1/1/9999,Senior Engineer
12546,Luisa,Shobatake,3/10/1964,6/5/1988,1/1/9999,Staff
12548,Chenxi,Baak,6/25/1964,6/28/1990,1/1/9999,Engineer
12549,Krister,Onuegbe,12/19/1964,9/15/1998,1/1/9999,Staff
12565,Theron,Mullainathan,5/19/1964,6/16/1989,1/1/9999,Senior Staff
12572,Sungwon,McConalogue,5/3/1964,11/23/1995,1/1/9999,Engineer
12577,Takushi,Schrift,5/9/1964,10/13/2000,1/1/9999,Engineer
12578,Tamiya,Perin,1/22/1964,7/28/1986,1/1/9999,Staff
12598,Hatem,Farrow,3/2/1962,6/27/1998,1/1/9999,Senior Staff
12604,Minghong,Conti,7/25/1962,10/13/1990,1/1/9999,Senior Staff
12605,Petter,Feldmann,10/26/1964,2/19/1990,1/1/9999,Senior Staff
12611,Guttorm,McAffer,10/31/1963,1/7/2000,1/1/9999,Staff
12618,Honglan,Bridgland,3/15/1962,6/3/1994,1/1/9999,Staff
12625,Goo,Basart,1/12/1963,3/3/1992,1/1/9999,Senior Staff
12633,Garnik,Castellani,10/11/1962,7/13/1990,1/1/9999,Assistant Engineer
12641,Idoia,Azuma,11/13/1962,5/1/1993,1/1/9999,Senior Engineer
12643,Morrie,Schurmann,1/30/1965,12/31/1998,1/1/9999,Staff
12647,Niclas,Sankaranarayanan,4/7/1964,8/10/1999,1/1/9999,Staff
12649,Odinaldo,Luon,8/22/1962,10/5/1985,1/1/9999,Senior Staff
12660,Stamatina,Escriba,1/18/1963,11/23/1990,1/1/9999,Staff
12661,Berry,Lung,3/4/1962,12/12/1993,1/1/9999,Engineer
12669,Caolyn,Roisin,2/9/1962,5/30/1987,1/1/9999,Staff
12673,Jouni,Rajala,11/25/1962,6/27/1998,1/1/9999,Staff
12675,Dekang,Krohm,4/22/1963,11/20/1987,1/1/9999,Staff
12677,Christoper,Yavatkar,1/23/1963,2/15/1996,1/1/9999,Senior Staff
12683,Mana,Chorvat,11/3/1962,9/12/2001,1/1/9999,Engineer
12704,Gino,Tetzlaff,9/8/1962,7/16/1994,1/1/9999,Staff
12706,Akeno,Woycyznski,7/30/1962,5/8/1994,1/1/9999,Staff
12711,Yechiam,Jiafu,8/12/1964,11/21/1986,1/1/9999,Senior Staff
12719,Tomokazu,Riexinger,8/4/1963,11/5/1996,1/1/9999,Engineer
12720,Spyrose,Blokdijk,8/29/1962,11/3/1995,1/1/9999,Staff
12724,Parke,Lammel,7/5/1964,2/17/1999,1/1/9999,Staff
12738,Luigi,Hammerschmidt,9/10/1962,9/23/1985,1/1/9999,Engineer
12745,Ziyad,Passafiume,6/3/1963,11/9/1991,1/1/9999,Senior Staff
12756,Mohit,Braccini,4/26/1962,8/12/1998,1/1/9999,Staff
12757,Karlis,Cooke,10/31/1964,6/24/1995,1/1/9999,Senior Engineer
12762,Jaroslava,Koblitz,4/27/1964,9/25/1992,1/1/9999,Technique Leader
12771,Erez,Luks,2/6/1964,6/2/1988,1/1/9999,Senior Staff
12780,Premal,Puppo,1/24/1963,10/21/1987,1/1/9999,Technique Leader
12783,Mahendra,Ginneken,2/2/1962,11/13/1985,1/1/9999,Senior Engineer
12793,Basil,Covnot,7/8/1963,11/11/1989,1/1/9999,Senior Engineer
12797,Takushi,Turnbull,4/27/1964,11/5/1991,1/1/9999,Senior Engineer
12804,Marlo,Rosti,3/20/1962,2/15/1987,1/1/9999,Senior Staff
12806,Mayuri,Ramamoorthy,12/4/1963,3/28/1999,1/1/9999,Staff
12813,Mack,Schmittgen,6/2/1963,10/16/1993,1/1/9999,Engineer
12817,Bokyung,Rosti,6/17/1962,12/24/1985,1/1/9999,Engineer
12823,Pranav,Lanteri,8/15/1962,5/11/1985,1/1/9999,Senior Engineer
12826,Claude,Mandell,2/13/1962,3/26/1990,1/1/9999,Senior Staff
12832,Mabo,Cusworth,10/24/1962,4/25/1988,1/1/9999,Senior Staff
12833,Jaideep,Tibblin,2/1/1962,6/4/1987,1/1/9999,Senior Engineer
12835,Mats,Krupka,12/14/1963,8/14/1990,1/1/9999,Senior Engineer
12838,Danel,Avouris,12/18/1962,9/24/1986,1/1/9999,Staff
12842,Steen,Stellhorn,4/15/1963,9/11/1992,1/1/9999,Engineer
12845,Florian,Baar,8/25/1963,10/25/1994,1/1/9999,Senior Staff
12859,Cathie,Katiyar,11/19/1963,5/17/1994,1/1/9999,Senior Staff
12860,Zejun,Babb,3/6/1963,4/2/1994,1/1/9999,Senior Engineer
12874,Patricio,Ramamoorthy,3/5/1964,2/12/1995,1/1/9999,Senior Staff
12875,Giri,Validov,3/26/1962,2/4/1994,1/1/9999,Senior Staff
12884,Paddy,Zyda,9/28/1964,11/9/1988,1/1/9999,Engineer
12886,Aimee,Liesche,4/6/1962,4/26/1993,1/1/9999,Senior Staff
12896,Mircea,Delgrande,10/12/1963,10/29/1986,1/1/9999,Senior Engineer
12900,Siamak,Conte,4/18/1962,5/11/1999,1/1/9999,Assistant Engineer
12901,Howell,Narlikar,12/20/1962,5/9/1997,1/1/9999,Staff
12909,Dipankar,Lamba,8/4/1962,10/20/1997,1/1/9999,Staff
12914,Zhenbing,Marsiglia,11/13/1963,11/6/1992,1/1/9999,Engineer
12920,Tetsushi,Legleitner,5/6/1964,11/23/1998,1/1/9999,Senior Engineer
12925,Lijia,Erez,4/21/1963,1/23/1992,1/1/9999,Engineer
12932,Mingsen,Sankaranarayanan,11/18/1963,5/3/1999,1/1/9999,Senior Engineer
12942,Maia,Dalphin,11/9/1964,8/17/1995,1/1/9999,Engineer
12943,Kazuhide,Zucker,1/21/1963,12/15/1988,1/1/9999,Senior Staff
12954,Dinkar,Walston,11/10/1964,5/8/1986,1/1/9999,Senior Staff
12955,Eckart,England,2/10/1963,10/9/1993,1/1/9999,Senior Staff
12956,Seshu,Schusler,11/5/1962,10/8/1992,1/1/9999,Engineer
12963,Kyoichi,Azevdeo,11/22/1962,6/9/1987,1/1/9999,Senior Staff
12966,Willard,Manders,3/27/1962,1/3/1998,1/1/9999,Engineer
12980,Jayson,Delgrange,10/9/1962,2/5/1988,1/1/9999,Engineer
12988,Christoph,Lanzelotte,12/2/1962,4/27/1999,1/1/9999,Engineer
12990,Kristina,Benaini,6/8/1964,7/12/1985,1/1/9999,Engineer
12993,Subhash,Sessa,1/27/1962,8/25/1986,1/1/9999,Senior Staff
12996,Khalil,Madeira,12/7/1964,8/26/1992,1/1/9999,Senior Staff
12999,Taizo,Koyama,10/13/1963,11/27/1993,1/1/9999,Senior Staff
13003,Jinxi,Luft,9/21/1963,9/6/1991,1/1/9999,Technique Leader
13014,Gianluca,Budinsky,6/1/1962,1/21/1986,1/1/9999,Engineer
13018,Toshimi,Moehrke,3/14/1964,5/10/1987,1/1/9999,Staff
13020,Shigeichiro,Suppi,6/26/1962,7/6/1987,1/1/9999,Staff
13022,Georg,Juneja,3/2/1962,10/6/1995,1/1/9999,Engineer
13026,Gina,Itschner,7/7/1963,5/23/1995,1/1/9999,Assistant Engineer
13028,Mayumi,Siksek,8/21/1963,10/28/1985,1/1/9999,Senior Staff
13032,Mohit,Standera,12/12/1962,6/10/1987,1/1/9999,Senior Staff
13035,Waiman,Isaac,7/17/1962,12/31/1991,1/1/9999,Staff
13036,Idoia,Heystek,7/14/1964,4/23/1998,1/1/9999,Staff
13039,Alain,Akazan,8/27/1963,10/29/1985,1/1/9999,Senior Engineer
13041,Kazuhide,Zucker,10/10/1963,9/17/1996,1/1/9999,Staff
13051,Gad,Feinberg,12/20/1962,12/11/1993,1/1/9999,Engineer
13053,Randy,Carrera,4/22/1962,10/16/1996,1/1/9999,Staff
13063,Troy,Shokrollahi,11/17/1964,1/2/1994,1/1/9999,Staff
13072,Jaques,Denis,8/13/1963,5/6/1993,1/1/9999,Senior Engineer
13082,Koldo,DuBourdieux,12/9/1962,2/3/1997,1/1/9999,Staff
13089,Fumiko,Viele,2/20/1964,12/29/1995,1/1/9999,Engineer
13092,Kersti,Bergere,7/3/1962,5/16/1994,1/1/9999,Staff
13094,Sanjay,Servieres,12/19/1964,11/19/1998,1/1/9999,Engineer
13100,Guenter,Roison,4/19/1964,1/22/1991,1/1/9999,Engineer
13109,Stevo,Makrucki,7/2/1963,10/15/1991,1/1/9999,Senior Engineer
13114,Nikolaus,Bressoud,6/28/1964,10/13/1994,1/1/9999,Staff
13115,Jianhua,Comellas,5/6/1964,8/21/1995,1/1/9999,Staff
13116,Constantino,Sury,1/29/1963,10/25/1987,1/1/9999,Staff
13119,Pranav,Anido,8/4/1963,10/24/1994,1/1/9999,Senior Engineer
13121,Gift,Anandan,4/8/1963,1/24/1992,1/1/9999,Senior Engineer
13123,Hatem,Miake,7/26/1964,12/19/1997,1/1/9999,Engineer
13125,Snehasis,Krohn,4/29/1963,2/5/1992,1/1/9999,Technique Leader
13127,Baocai,Itzfeldt,4/7/1962,3/29/1996,1/1/9999,Engineer
13129,Martijn,Sigstam,4/15/1964,11/17/1997,1/1/9999,Senior Staff
13132,Jianhua,Delgrande,8/29/1963,1/18/1994,1/1/9999,Assistant Engineer
13139,Mingdong,Giaccio,10/24/1963,12/30/1999,1/1/9999,Engineer
13141,Guther,Holburn,3/8/1963,7/7/1993,1/1/9999,Engineer
13151,Sadun,Bamford,6/15/1963,5/16/1994,1/1/9999,Technique Leader
13153,Hitofumi,Marakhovsky,8/19/1963,10/5/1995,1/1/9999,Engineer
13154,Shan,Soicher,6/19/1963,7/29/1988,1/1/9999,Senior Staff
13162,Shaw,Goodrum,12/26/1964,5/19/1989,1/1/9999,Senior Staff
13163,Matt,Heping,12/11/1963,3/31/1987,1/1/9999,Senior Engineer
13176,Pranas,Thiria,11/28/1964,9/7/1990,1/1/9999,Staff
13180,Kazuhisa,Dechter,5/24/1962,5/4/1992,1/1/9999,Senior Staff
13190,Stepehn,Kowalchuk,11/8/1962,7/17/1986,1/1/9999,Staff
13195,Toshiki,Baak,6/29/1964,3/2/1986,1/1/9999,Engineer
13212,Thodoros,Boyle,8/3/1963,2/5/1992,1/1/9999,Senior Staff
13217,Taiji,Lamparter,7/8/1963,12/16/1994,1/1/9999,Staff
13218,Junichi,Attimonelli,12/20/1963,3/30/1999,1/1/9999,Senior Engineer
13219,Wojceich,Constantine,11/10/1964,6/22/1988,1/1/9999,Technique Leader
13226,Saeko,Solares,6/26/1962,6/24/2001,1/1/9999,Senior Engineer
13228,Masali,Bonifati,11/11/1963,5/22/1993,1/1/9999,Senior Staff
13231,Pohua,Sessa,5/5/1964,10/23/1993,1/1/9999,Engineer
13242,Kazuhiko,Ecklund,10/17/1964,12/6/1994,1/1/9999,Engineer
13244,Khosrow,Yoshizawa,10/27/1964,9/2/1996,1/1/9999,Staff
13251,Otilia,Lakshmanan,6/28/1964,5/24/1992,1/1/9999,Senior Engineer
13254,Chuanti,Thibadeau,11/8/1964,1/20/1998,1/1/9999,Senior Engineer
13257,Francoise,Poehlman,6/13/1963,7/12/1986,1/1/9999,Staff
13268,Munehiro,Yurov,4/29/1964,11/4/1992,1/1/9999,Senior Staff
13273,Alagu,Iacovou,3/3/1962,6/15/1990,1/1/9999,Senior Engineer
13274,Valery,Anguita,6/11/1964,4/24/1998,1/1/9999,Assistant Engineer
13280,Gunilla,Cappelletti,5/31/1963,3/30/1985,1/1/9999,Senior Staff
13283,Unal,Liedekerke,2/15/1962,12/19/2000,1/1/9999,Engineer
13289,Berni,Baer,8/12/1962,9/24/1987,1/1/9999,Staff
13292,Bokyung,Alpin,4/4/1962,8/3/1996,1/1/9999,Staff
13297,Sadok,Toyoshima,7/6/1963,1/19/1994,1/1/9999,Staff
13310,Moon,Lally,2/26/1962,9/8/1995,1/1/9999,Technique Leader
13311,Remmert,Trumbly,8/18/1963,8/26/1990,1/1/9999,Senior Engineer
13314,Vasilis,Schlegelmilch,1/23/1964,4/14/1993,1/1/9999,Staff
13317,Iara,Magliocco,4/29/1964,10/2/1999,1/1/9999,Engineer
13319,Manton,Schwaller,2/15/1964,1/13/1998,1/1/9999,Engineer
13326,Mario,Comte,2/14/1964,6/22/1996,1/1/9999,Staff
13328,Khedija,Vilarrasa,10/25/1964,10/27/1997,1/1/9999,Staff
13330,Sarita,Litvinov,8/31/1964,8/19/1993,1/1/9999,Senior Engineer
13335,Val,Akaboshi,5/5/1964,6/10/1997,1/1/9999,Staff
13338,Tonny,Gecsel,8/19/1963,8/16/1985,1/1/9999,Engineer
13339,Mart,Koblitz,3/24/1962,8/24/1990,1/1/9999,Senior Staff
13348,Leaf,Wiegley,4/25/1964,8/6/1989,1/1/9999,Senior Staff
13353,Moie,Tsunoo,9/11/1962,5/3/1991,1/1/9999,Senior Engineer
13360,Krassimir,Michaels,9/30/1964,2/23/1999,1/1/9999,Assistant Engineer
13364,Shuzo,Andreotta,6/26/1962,3/19/1994,1/1/9999,Senior Staff
13367,Xumin,Swiler,7/14/1962,8/30/1987,1/1/9999,Staff
13370,Nidapan,Macedo,8/22/1964,6/23/1990,1/1/9999,Senior Staff
13382,Makato,Domenig,10/31/1964,12/25/1994,1/1/9999,Engineer
13391,Jaroslava,Orsini,6/15/1963,10/16/1993,1/1/9999,Senior Staff
13397,Nimmagadda,Wilfing,5/13/1964,6/25/1987,1/1/9999,Senior Staff
13399,Ute,Gischer,4/10/1962,4/23/1990,1/1/9999,Engineer
13400,Shaw,Frezza,3/9/1963,5/31/1995,1/1/9999,Engineer
13419,Bouchung,Leivant,11/6/1964,5/25/1996,1/1/9999,Senior Staff
13428,Sanjai,Kalloufi,11/17/1963,10/29/1993,1/1/9999,Senior Staff
13429,Avishai,Kranzdorf,10/21/1962,7/22/1997,1/1/9999,Staff
13448,Tran,Fiutem,6/1/1963,12/28/1999,1/1/9999,Staff
13459,Eric,Lupu,4/29/1962,5/20/1988,1/1/9999,Senior Staff
13469,Yonghoan,Undy,3/25/1962,12/3/1999,1/1/9999,Engineer
13480,Patricio,Parascandalo,10/24/1962,3/16/1995,1/1/9999,Technique Leader
13483,Arco,Ananiadou,4/20/1964,1/9/1990,1/1/9999,Engineer
13484,Kristina,Setlzner,9/5/1964,1/1/1993,1/1/9999,Staff
13485,Isamu,Perly,8/2/1963,7/22/1999,1/1/9999,Engineer
13487,Geoffrey,Claffy,8/30/1962,3/8/1987,1/1/9999,Staff
13489,Fumino,Itschner,6/3/1963,3/9/1999,1/1/9999,Senior Staff
13494,Domenico,Baca,4/7/1964,10/7/1985,1/1/9999,Senior Engineer
13498,Mohammad,Delaune,5/28/1963,9/26/1999,1/1/9999,Staff
13499,Kazuhiko,Sidou,1/16/1965,9/1/1991,1/1/9999,Technique Leader
13510,Stamatina,Kakkad,11/11/1963,4/28/1992,1/1/9999,Senior Staff
13518,Girolamo,Gill,8/10/1964,11/17/1993,1/1/9999,Staff
13528,Fumitaka,Liesche,2/21/1964,2/3/2002,1/1/9999,Staff
13532,Yannik,Bednarek,3/9/1963,7/15/1995,1/1/9999,Engineer
13533,Lorien,Crouzet,1/29/1964,4/21/1993,1/1/9999,Senior Staff
13534,Shushma,Coullard,4/12/1964,12/31/1996,1/1/9999,Engineer
13541,Pasqua,Peral,1/3/1962,5/27/1992,1/1/9999,Engineer
13542,Fun,Budinsky,1/5/1962,9/9/1995,1/1/9999,Staff
13551,Shuichi,Ducloy,10/30/1962,2/13/1999,1/1/9999,Staff
13555,Lijia,Matteis,8/20/1964,11/7/1988,1/1/9999,Staff
13557,Kwangsub,Eickenmeyer,5/14/1963,11/6/2000,1/1/9999,Engineer
13558,Raimond,Molberg,10/13/1964,6/10/1987,1/1/9999,Senior Staff
13561,Fai,Thebaut,4/30/1962,7/5/1985,1/1/9999,Senior Engineer
13563,Valter,Pashtan,3/11/1963,4/17/1987,1/1/9999,Engineer
13570,Kiyomitsu,Perez,6/5/1963,3/15/1986,1/1/9999,Senior Staff
13572,Honglan,Beutelspacher,3/13/1964,9/15/1986,1/1/9999,Senior Staff
13579,Basem,Passino,10/13/1963,3/12/1987,1/1/9999,Assistant Engineer
13585,Sugwoo,Bashian,11/28/1963,6/8/1997,1/1/9999,Assistant Engineer
13590,Sashi,Showalter,2/4/1963,3/14/1986,1/1/9999,Senior Engineer
13594,Bezalel,Spelt,12/24/1963,8/6/1999,1/1/9999,Staff
13595,Feipei,Usery,2/8/1963,3/7/1991,1/1/9999,Staff
13599,Gor,Versino,9/24/1964,11/12/1992,1/1/9999,Staff
13609,Aloke,Muhling,1/2/1963,8/14/1994,1/1/9999,Senior Engineer
13614,Toshimo,Assaf,4/30/1962,1/30/1992,1/1/9999,Senior Staff
13615,Sugwoo,Marrevee,7/12/1962,7/14/1986,1/1/9999,Staff
13619,Fatemeh,Walston,4/29/1962,10/12/1992,1/1/9999,Senior Engineer
13631,Dante,Krider,6/15/1962,8/16/1991,1/1/9999,Senior Engineer
13634,Bezalel,Biros,5/18/1962,11/8/1997,1/1/9999,Senior Engineer
13635,Mani,Lorys,3/2/1962,9/14/1997,1/1/9999,Engineer
13637,Zhigen,Cesareni,7/12/1962,12/31/1997,1/1/9999,Engineer
13644,Shmuel,Spataro,2/25/1964,4/25/2001,1/1/9999,Senior Engineer
13646,Karlis,Chinen,3/16/1962,9/3/1999,1/1/9999,Senior Engineer
13656,Oldrich,Ferretti,8/19/1964,7/17/1995,1/1/9999,Senior Staff
13657,Arie,Ramsey,9/18/1962,10/5/1994,1/1/9999,Engineer
13658,Adamantios,Goodrum,6/11/1963,7/6/1998,1/1/9999,Engineer
